HP:0000001	{'id': 'HP:0000001', 'label': 'All'}
HP:0010255	{'id': 'HP:0010255', 'label': 'Stippling of the epiphyses of the distal phalanges of the hand'}
HP:0010266	{'id': 'HP:0010266', 'label': 'Stippling of the epiphyses of the middle phalanges of the hand'}
HP:0010277	{'id': 'HP:0010277', 'label': 'Stippling of the epiphyses of the proximal phalanges of the hand'}
HP:0010256	{'id': 'HP:0010256', 'label': 'Triangular epiphyses of the distal phalanges of the hand'}
HP:0010267	{'id': 'HP:0010267', 'label': 'Triangular epiphyses of the middle phalanges of the hand'}
HP:0010278	{'id': 'HP:0010278', 'label': 'Triangular epiphyses of the proximal phalanges of the hand'}
HP:0041209	{'id': 'HP:0041209', 'label': 'Fractured epiphysis of middle phalanx of manus'}
HP:0010280	{'id': 'HP:0010280', 'label': 'Stomatitis'}
HP:0011107	{'id': 'HP:0011107', 'label': 'Recurrent aphthous stomatitis'}
HP:0010284	{'id': 'HP:0010284', 'label': 'Intra-oral hyperpigmentation'}
HP:0010285	{'id': 'HP:0010285', 'label': 'Oral synechia'}
HP:0010287	{'id': 'HP:0010287', 'label': 'Abnormality of the submandibular glands'}
HP:0010288	{'id': 'HP:0010288', 'label': 'Abnormality of the sublingual glands'}
HP:0030706	{'id': 'HP:0030706', 'label': 'Ranula'}
HP:0031281	{'id': 'HP:0031281', 'label': 'Sialadenitis'}
HP:0100684	{'id': 'HP:0100684', 'label': 'Salivary gland neoplasm'}
HP:0010289	{'id': 'HP:0010289', 'label': 'Cleft of alveolar ridge of maxilla'}
HP:0410033	{'id': 'HP:0410033', 'label': 'Unilateral alveolar cleft of maxilla'}
HP:0410034	{'id': 'HP:0410034', 'label': 'Bilateral alveolar cleft of maxilla'}
HP:0010290	{'id': 'HP:0010290', 'label': 'Short hard palate'}
HP:0010292	{'id': 'HP:0010292', 'label': 'Absent uvula'}
HP:0010812	{'id': 'HP:0010812', 'label': 'Short uvula'}
HP:0010295	{'id': 'HP:0010295', 'label': 'Aplasia/Hypoplasia of the tongue'}
HP:0012730	{'id': 'HP:0012730', 'label': 'Aglossia'}
HP:0010297	{'id': 'HP:0010297', 'label': 'Bifid tongue'}
HP:0010298	{'id': 'HP:0010298', 'label': 'Smooth tongue'}
HP:0010299	{'id': 'HP:0010299', 'label': 'Abnormality of dentin'}
HP:0010304	{'id': 'HP:0010304', 'label': 'Spinal meningeal diverticulum'}
HP:0032267	{'id': 'HP:0032267', 'label': 'Empty delta sign'}
HP:0032268	{'id': 'HP:0032268', 'label': 'Dural tail sign'}
HP:0100775	{'id': 'HP:0100775', 'label': 'Dural ectasia'}
HP:0010307	{'id': 'HP:0010307', 'label': 'Stridor'}
HP:0010311	{'id': 'HP:0010311', 'label': 'Aplasia/Hypoplasia of the breasts'}
HP:0100783	{'id': 'HP:0100783', 'label': 'Breast aplasia'}
HP:0010312	{'id': 'HP:0010312', 'label': 'Asymmetry of the breasts'}
HP:0010313	{'id': 'HP:0010313', 'label': 'Breast hypertrophy'}
HP:0040044	{'id': 'HP:0040044', 'label': 'Hypoplasia of the diaphragm'}
HP:0010318	{'id': 'HP:0010318', 'label': 'Aplasia/Hypoplasia of the abdominal wall musculature'}
HP:0010325	{'id': 'HP:0010325', 'label': 'Aplasia/Hypoplasia of the 2nd toe'}
HP:0010326	{'id': 'HP:0010326', 'label': 'Deviation of the 2nd toe'}
HP:0010331	{'id': 'HP:0010331', 'label': 'Aplasia/Hypoplasia of the 3rd toe'}
HP:0010332	{'id': 'HP:0010332', 'label': 'Deviation of the 3rd toe'}
HP:0010337	{'id': 'HP:0010337', 'label': 'Aplasia/Hypoplasia of the 4th toe'}
HP:0010338	{'id': 'HP:0010338', 'label': 'Deviation of the 4th toe'}
HP:0410261	{'id': 'HP:0410261', 'label': 'Wide space between 4th and 5th toe'}
HP:0010343	{'id': 'HP:0010343', 'label': 'Aplasia/Hypoplasia of the 5th toe'}
HP:0010344	{'id': 'HP:0010344', 'label': 'Deviation of the 5th toe'}
HP:0100088	{'id': 'HP:0100088', 'label': 'Abnormality of the epiphysis of the distal phalanx of the 2nd toe'}
HP:0100089	{'id': 'HP:0100089', 'label': 'Abnormality of the epiphysis of the middle phalanx of the 2nd toe'}
HP:0100090	{'id': 'HP:0100090', 'label': 'Abnormality of the epiphysis of the proximal phalanx of the 2nd toe'}
HP:0010430	{'id': 'HP:0010430', 'label': 'Aplasia of the phalanges of the 2nd toe'}
HP:0010431	{'id': 'HP:0010431', 'label': 'Short phalanx of the 2nd toe'}
HP:0100344	{'id': 'HP:0100344', 'label': 'Fibular deviation of the 2nd toe'}
HP:0100345	{'id': 'HP:0100345', 'label': 'Tibial deviation of the 2nd toe'}
HP:0100352	{'id': 'HP:0100352', 'label': 'Contracture of the distal interphalangeal joint of the 2nd toe'}
HP:0100356	{'id': 'HP:0100356', 'label': 'Contracture of the metatarsophalangeal joint of the 2nd toe'}
HP:0100091	{'id': 'HP:0100091', 'label': 'Abnormality of the epiphysis of the distal phalanx of the 3rd toe'}
HP:0100092	{'id': 'HP:0100092', 'label': 'Abnormality of the epiphysis of the middle phalanx of the 3rd toe'}
HP:0100093	{'id': 'HP:0100093', 'label': 'Abnormality of the epiphysis of the proximal phalanx of the 3rd toe'}
HP:0100362	{'id': 'HP:0100362', 'label': 'Aplasia of the phalanges of the 3rd toe'}
HP:0100366	{'id': 'HP:0100366', 'label': 'Short phalanx of the 3rd toe'}
HP:0100342	{'id': 'HP:0100342', 'label': 'Fibular deviation of the 3rd toe'}
HP:0100343	{'id': 'HP:0100343', 'label': 'Tibial deviation of the 3rd toe'}
HP:0100353	{'id': 'HP:0100353', 'label': 'Contracture of the distal interphalangeal joint of the 3rd toe'}
HP:0100357	{'id': 'HP:0100357', 'label': 'Contracture of the metatarsophalangeal joint of the 3rd toe'}
HP:0100094	{'id': 'HP:0100094', 'label': 'Abnormality of the epiphysis of the distal phalanx of the 4th toe'}
HP:0100095	{'id': 'HP:0100095', 'label': 'Abnormality of the epiphysis of the middle phalanx of the 4th toe'}
HP:0100096	{'id': 'HP:0100096', 'label': 'Abnormality of the epiphysis of the proximal phalanx of the 4th toe'}
HP:0100363	{'id': 'HP:0100363', 'label': 'Aplasia of the phalanges of the 4th toe'}
HP:0100367	{'id': 'HP:0100367', 'label': 'Short phalanx of the 4th toe'}
HP:0100340	{'id': 'HP:0100340', 'label': 'Fibular deviation of the 4th toe'}
HP:0100341	{'id': 'HP:0100341', 'label': 'Tibial deviation of the 4th toe'}
HP:0100354	{'id': 'HP:0100354', 'label': 'Contracture of the distal interphalangeal joint of the 4th toe'}
HP:0100358	{'id': 'HP:0100358', 'label': 'Contracture of the metatarsophalangeal joint of the 4th toe'}
HP:0100097	{'id': 'HP:0100097', 'label': 'Abnormality of the epiphysis of the distal phalanx of the 5th toe'}
HP:0100098	{'id': 'HP:0100098', 'label': 'Abnormality of the epiphysis of the middle phalanx of the 5th toe'}
HP:0100099	{'id': 'HP:0100099', 'label': 'Abnormality of the epiphysis of the proximal phalanx of the 5th toe'}
HP:0100364	{'id': 'HP:0100364', 'label': 'Aplasia of the phalanges of the 5th toe'}
HP:0100368	{'id': 'HP:0100368', 'label': 'Short phalanx of the 5th toe'}
HP:0100346	{'id': 'HP:0100346', 'label': 'Fibular deviation of the 5th toe'}
HP:0100347	{'id': 'HP:0100347', 'label': 'Tibial deviation of the 5th toe'}
HP:0100355	{'id': 'HP:0100355', 'label': 'Contractures of the distal interphalangeal joint of the 5th toe'}
HP:0100359	{'id': 'HP:0100359', 'label': 'Contracture of the metatarsophalangeal joint of the 5th toe'}
HP:0010406	{'id': 'HP:0010406', 'label': 'Bullet-shaped middle phalanx of the 2nd toe'}
HP:0010415	{'id': 'HP:0010415', 'label': 'Bullet-shaped distal phalanx of the 2nd toe'}
HP:0010399	{'id': 'HP:0010399', 'label': 'Osteolytic defects of the proximal phalanx of the 2nd toe'}
HP:0010408	{'id': 'HP:0010408', 'label': 'Osteolytic defects of the middle phalanx of the 2nd toe'}
HP:0010417	{'id': 'HP:0010417', 'label': 'Osteolytic defects of the distal phalanx of the 2nd toe'}
HP:0010401	{'id': 'HP:0010401', 'label': 'Symphalangism affecting the proximal phalanx of the 2nd toe'}
HP:0010410	{'id': 'HP:0010410', 'label': 'Symphalangism affecting the middle phalanx of the 2nd toe'}
HP:0010402	{'id': 'HP:0010402', 'label': 'Triangular shaped proximal phalanx of the 2nd toe'}
HP:0010411	{'id': 'HP:0010411', 'label': 'Triangular shaped middle phalanx of the 2nd toe'}
HP:0010420	{'id': 'HP:0010420', 'label': 'Triangular shaped distal phalanx of the 2nd toe'}
HP:0010403	{'id': 'HP:0010403', 'label': 'Duplication of the proximal phalanx of the 2nd toe'}
HP:0010412	{'id': 'HP:0010412', 'label': 'Duplication of the middle phalanx of the 2nd toe'}
HP:0010428	{'id': 'HP:0010428', 'label': 'Partial duplication of phalanx of the 2nd toe'}
HP:0010429	{'id': 'HP:0010429', 'label': 'Complete duplication of the phalanges of the 2nd toe'}
HP:0100939	{'id': 'HP:0100939', 'label': 'Sclerosis of the distal phalanx of the 2nd toe'}
HP:0100434	{'id': 'HP:0100434', 'label': 'Bullet-shaped middle phalanx of the 3rd toe'}
HP:0100440	{'id': 'HP:0100440', 'label': 'Bullet-shaped distal phalanx of the 3rd toe'}
HP:0100452	{'id': 'HP:0100452', 'label': 'Osteolytic defects of the middle phalanx of the 3rd toe'}
HP:0100455	{'id': 'HP:0100455', 'label': 'Osteolytic defects of the proximal phalanx of the 3rd toe'}
HP:0100458	{'id': 'HP:0100458', 'label': 'Osteolytic defects of the distal phalanx of the 3rd toe'}
HP:0100470	{'id': 'HP:0100470', 'label': 'Symphalangism affecting the middle phalanx of the 3rd toe'}
HP:0100473	{'id': 'HP:0100473', 'label': 'Symphalangism affecting the proximal phalanx of the 3rd toe'}
HP:0100482	{'id': 'HP:0100482', 'label': 'Proximal/middle symphalangism of 5th toe'}
HP:0100489	{'id': 'HP:0100489', 'label': 'Proximal/middle symphalangism of 2nd toe'}
HP:0100398	{'id': 'HP:0100398', 'label': 'Duplication of the distal phalanx of the 3rd toe'}
HP:0041181	{'id': 'HP:0041181', 'label': 'Fractured distal phalanx of pedal digit 3'}
HP:0041186	{'id': 'HP:0041186', 'label': 'Fractured middle phalanx of pedal digit 3'}
HP:0100435	{'id': 'HP:0100435', 'label': 'Bullet-shaped middle phalanx of the 4th toe'}
HP:0100441	{'id': 'HP:0100441', 'label': 'Bullet-shaped distal phalanx of the 4th toe'}
HP:0100453	{'id': 'HP:0100453', 'label': 'Osteolytic defects of the middle phalanx of the 4th toe'}
HP:0100456	{'id': 'HP:0100456', 'label': 'Osteolytic defects of the proximal phalanx of the 4th toe'}
HP:0100459	{'id': 'HP:0100459', 'label': 'Osteolytic defects of the distal phalanx of the 4th toe'}
HP:0100471	{'id': 'HP:0100471', 'label': 'Symphalangism affecting the middle phalanx of the 4th toe'}
HP:0100474	{'id': 'HP:0100474', 'label': 'Symphalangism affecting the proximal phalanx of the 4th toe'}
HP:0100480	{'id': 'HP:0100480', 'label': 'Proximal/middle symphalangism of 3rd toe'}
HP:0100399	{'id': 'HP:0100399', 'label': 'Duplication of the distal phalanx of the 4th toe'}
HP:0100402	{'id': 'HP:0100402', 'label': 'Duplication of the middle phalanx of the 4th toe'}
HP:0100436	{'id': 'HP:0100436', 'label': 'Bullet-shaped middle phalanx of the 5th toe'}
HP:0100442	{'id': 'HP:0100442', 'label': 'Bullet-shaped distal phalanx of the 5th toe'}
HP:0100454	{'id': 'HP:0100454', 'label': 'Osteolytic defects of the middle phalanx of the 5th toe'}
HP:0100457	{'id': 'HP:0100457', 'label': 'Osteolytic defects of the proximal phalanx of the 5th toe'}
HP:0100460	{'id': 'HP:0100460', 'label': 'Osteolytic defects of the distal phalanx of the 5th toe'}
HP:0100472	{'id': 'HP:0100472', 'label': 'Symphalangism affecting the middle phalanx of the 5th toe'}
HP:0100475	{'id': 'HP:0100475', 'label': 'Symphalangism affecting the proximal phalanx of the 5th toe'}
HP:0100481	{'id': 'HP:0100481', 'label': 'Proximal/middle symphalangism of 4th toe'}
HP:0100487	{'id': 'HP:0100487', 'label': 'Triangular shaped distal phalanx of the 5th toe'}
HP:0100400	{'id': 'HP:0100400', 'label': 'Duplication of the distal phalanx of the 5th toe'}
HP:0100406	{'id': 'HP:0100406', 'label': 'Duplication of the proximal phalanx of the 5th toe'}
HP:0010436	{'id': 'HP:0010436', 'label': 'Aplasia of the proximal phalanx of the 2nd toe'}
HP:0010437	{'id': 'HP:0010437', 'label': 'Short proximal phalanx of the 2nd toe'}
HP:0010422	{'id': 'HP:0010422', 'label': 'Complete duplication of the proximal phalanx of the 2nd toe'}
HP:0010423	{'id': 'HP:0010423', 'label': 'Partial duplication of the proximal phalanx of the 2nd toe'}
HP:0010434	{'id': 'HP:0010434', 'label': 'Aplasia of the middle phalanx of the 2nd toe'}
HP:0010435	{'id': 'HP:0010435', 'label': 'Short middle phalanx of the 2nd toe'}
HP:0010426	{'id': 'HP:0010426', 'label': 'Complete duplication of the middle phalanx of the 2nd toe'}
HP:0010427	{'id': 'HP:0010427', 'label': 'Partial duplication of the middle phalanx of the 2nd toe'}
HP:0010432	{'id': 'HP:0010432', 'label': 'Absent distal phalanx of the 2nd toe'}
HP:0010433	{'id': 'HP:0010433', 'label': 'Short distal phalanx of the 2nd toe'}
HP:0010424	{'id': 'HP:0010424', 'label': 'Complete duplication of the distal phalanx of the 2nd toe'}
HP:0010425	{'id': 'HP:0010425', 'label': 'Partial duplication of the distal phalanx of the 2nd toe'}
HP:0030957	{'id': 'HP:0030957', 'label': 'Ventricular septal aneurysm'}
HP:0010442	{'id': 'HP:0010442', 'label': 'Polydactyly'}
HP:0010689	{'id': 'HP:0010689', 'label': 'Mirror image polydactyly'}
HP:0100258	{'id': 'HP:0100258', 'label': 'Preaxial polydactyly'}
HP:0100259	{'id': 'HP:0100259', 'label': 'Postaxial polydactyly'}
HP:0100260	{'id': 'HP:0100260', 'label': 'Mesoaxial polydactyly'}
HP:0010444	{'id': 'HP:0010444', 'label': 'Pulmonary insufficiency'}
HP:0010446	{'id': 'HP:0010446', 'label': 'Tricuspid stenosis'}
HP:0010451	{'id': 'HP:0010451', 'label': 'Aplasia/Hypoplasia of the spleen'}
HP:0010452	{'id': 'HP:0010452', 'label': 'Ectopia of the spleen'}
HP:0010453	{'id': 'HP:0010453', 'label': 'Pelvic bone asymmetry'}
HP:0010460	{'id': 'HP:0010460', 'label': 'Abnormality of the female genitalia'}
HP:0010461	{'id': 'HP:0010461', 'label': 'Abnormality of the male genitalia'}
HP:0010462	{'id': 'HP:0010462', 'label': 'Aplasia/Hypoplasia of the ovary'}
HP:0010463	{'id': 'HP:0010463', 'label': 'Aplasia of the ovary'}
HP:0010468	{'id': 'HP:0010468', 'label': 'Aplasia/Hypoplasia of the testes'}
HP:0010469	{'id': 'HP:0010469', 'label': 'Absent testis'}
HP:0010471	{'id': 'HP:0010471', 'label': 'Oligosacchariduria'}
HP:0012061	{'id': 'HP:0012061', 'label': 'Urinary excretion of sialylated oligosaccharides'}
HP:0012066	{'id': 'HP:0012066', 'label': 'Increased urinary disaccharide excretion'}
HP:0410345	{'id': 'HP:0410345', 'label': 'Increased urinary polyhexose'}
HP:0410346	{'id': 'HP:0410346', 'label': 'Increased urinary galactosylated oligosaccharide'}
HP:0410347	{'id': 'HP:0410347', 'label': 'Increased urinary high-mannose-type oligosaccharide'}
HP:0410348	{'id': 'HP:0410348', 'label': 'Increased urinary multiantennary sialylated oligosaccharide'}
HP:0410350	{'id': 'HP:0410350', 'label': 'Increased urinary fucosylated oligosaccharide'}
HP:0010472	{'id': 'HP:0010472', 'label': 'Abnormal circulating porphyrin concentration'}
HP:0012187	{'id': 'HP:0012187', 'label': 'Increased erythrocyte protoporphyrin concentration'}
HP:0010473	{'id': 'HP:0010473', 'label': 'Porphyrinuria'}
HP:0033627	{'id': 'HP:0033627', 'label': 'Increased urine harderoporphyrin level'}
HP:0010474	{'id': 'HP:0010474', 'label': 'Bladder stones'}
HP:0010475	{'id': 'HP:0010475', 'label': 'Cloacal exstrophy'}
HP:0010476	{'id': 'HP:0010476', 'label': 'Aplasia/Hypoplasia of the bladder'}
HP:0010477	{'id': 'HP:0010477', 'label': 'Aplasia of the bladder'}
HP:0010478	{'id': 'HP:0010478', 'label': 'Abnormality of the urachus'}
HP:0010479	{'id': 'HP:0010479', 'label': 'Patent urachus'}
HP:0012618	{'id': 'HP:0012618', 'label': 'Urachal cyst'}
HP:0030733	{'id': 'HP:0030733', 'label': 'Vesicoallantoic abdominal wall defect'}
HP:0030754	{'id': 'HP:0030754', 'label': 'Allantoic cyst'}
HP:0100525	{'id': 'HP:0100525', 'label': 'Urachus fistula'}
HP:0025407	{'id': 'HP:0025407', 'label': 'Rectourethral fistula'}
HP:0010957	{'id': 'HP:0010957', 'label': 'Congenital posterior urethral valve'}
HP:0010482	{'id': 'HP:0010482', 'label': 'Acromelia of the upper limbs'}
HP:0010487	{'id': 'HP:0010487', 'label': 'Small hypothenar eminence'}
HP:0010488	{'id': 'HP:0010488', 'label': 'Aplasia/Hypoplasia of the palmar creases'}
HP:0010489	{'id': 'HP:0010489', 'label': 'Absent palmar crease'}
HP:0011310	{'id': 'HP:0011310', 'label': 'Bridged palmar crease'}
HP:0011311	{'id': 'HP:0011311', 'label': 'Sydney crease'}
HP:0033526	{'id': 'HP:0033526', 'label': 'Limited ankle dorsiflexion'}
HP:0010512	{'id': 'HP:0010512', 'label': 'Adrenal calcification'}
HP:0010514	{'id': 'HP:0010514', 'label': 'Hyperpituitarism'}
HP:0011749	{'id': 'HP:0011749', 'label': 'Adrenocorticotropic hormone excess'}
HP:0010518	{'id': 'HP:0010518', 'label': 'Thyroglossal cyst'}
HP:0010524	{'id': 'HP:0010524', 'label': 'Agnosia'}
HP:0010525	{'id': 'HP:0010525', 'label': 'Finger agnosia'}
HP:0010527	{'id': 'HP:0010527', 'label': 'Astereognosia'}
HP:0010528	{'id': 'HP:0010528', 'label': 'Prosopagnosia'}
HP:0030222	{'id': 'HP:0030222', 'label': 'Visual agnosia'}
HP:0010533	{'id': 'HP:0010533', 'label': 'Spasmus nutans'}
HP:0010536	{'id': 'HP:0010536', 'label': 'Central sleep apnea'}
HP:0010537	{'id': 'HP:0010537', 'label': 'Wide cranial sutures'}
HP:0010543	{'id': 'HP:0010543', 'label': 'Opsoclonus'}
HP:0010545	{'id': 'HP:0010545', 'label': 'Downbeat nystagmus'}
HP:0011477	{'id': 'HP:0011477', 'label': 'Upbeat nystagmus'}
HP:0010546	{'id': 'HP:0010546', 'label': 'Muscle fibrillation'}
HP:0010551	{'id': 'HP:0010551', 'label': 'Paraplegia/paraparesis'}
HP:0030182	{'id': 'HP:0030182', 'label': 'Tetraplegia/tetraparesis'}
HP:0010550	{'id': 'HP:0010550', 'label': 'Paraplegia'}
HP:0011939	{'id': 'HP:0011939', 'label': '3-4 finger cutaneous syndactyly'}
HP:0010559	{'id': 'HP:0010559', 'label': 'Vertical clivus'}
HP:0010566	{'id': 'HP:0010566', 'label': 'Hamartoma'}
HP:0010568	{'id': 'HP:0010568', 'label': 'Hamartoma of the eye'}
HP:0011068	{'id': 'HP:0011068', 'label': 'Odontoma'}
HP:0031111	{'id': 'HP:0031111', 'label': 'Cutaneous hamartoma'}
HP:0032579	{'id': 'HP:0032579', 'label': 'Vascular hamartoma'}
HP:0100764	{'id': 'HP:0100764', 'label': 'Lymphangioma'}
HP:0100882	{'id': 'HP:0100882', 'label': 'Fibrous hamartoma'}
HP:0100883	{'id': 'HP:0100883', 'label': 'Chorangioma'}
HP:0010570	{'id': 'HP:0010570', 'label': 'Low maternal serum alpha-fetoprotein'}
HP:0010571	{'id': 'HP:0010571', 'label': 'Elevated levels of phytanic acid'}
HP:0010576	{'id': 'HP:0010576', 'label': 'Intracranial cystic lesion'}
HP:0012096	{'id': 'HP:0012096', 'label': 'Intracranial epidermoid cyst'}
HP:0012097	{'id': 'HP:0012097', 'label': 'Intracranial dermoid cyst'}
HP:0410278	{'id': 'HP:0410278', 'label': 'Pituitary gland cyst'}
HP:0012284	{'id': 'HP:0012284', 'label': 'Small proximal tibial epiphyses'}
HP:0012562	{'id': 'HP:0012562', 'label': 'Premature epimetaphyseal fusion in hand'}
HP:0012563	{'id': 'HP:0012563', 'label': 'Premature epimetaphyseal fusion in foot'}
HP:0012564	{'id': 'HP:0012564', 'label': 'Premature epimetaphyseal fusion in tibia'}
HP:0012565	{'id': 'HP:0012565', 'label': 'Premature epimetaphyseal fusion in fibula'}
HP:0012566	{'id': 'HP:0012566', 'label': 'Premature epimetaphyseal fusion in radius'}
HP:0012567	{'id': 'HP:0012567', 'label': 'Premature epimetaphyseal fusion in ulna'}
HP:0012283	{'id': 'HP:0012283', 'label': 'Small distal femoral epiphysis'}
HP:0010594	{'id': 'HP:0010594', 'label': 'Abnormality of the proximal fibular epiphysis'}
HP:0010595	{'id': 'HP:0010595', 'label': 'Abnormality of the distal fibular epiphysis'}
HP:0010603	{'id': 'HP:0010603', 'label': 'Odontogenic keratocysts of the jaw'}
HP:0010604	{'id': 'HP:0010604', 'label': 'Cyst of the eyelid'}
HP:0010605	{'id': 'HP:0010605', 'label': 'Chalazion'}
HP:0010606	{'id': 'HP:0010606', 'label': 'Hordeolum'}
HP:0010607	{'id': 'HP:0010607', 'label': 'Hordeolum externum'}
HP:0010608	{'id': 'HP:0010608', 'label': 'Hordeolum internum'}
HP:0010609	{'id': 'HP:0010609', 'label': 'Skin tags'}
HP:0010610	{'id': 'HP:0010610', 'label': 'Palmar pits'}
HP:0010612	{'id': 'HP:0010612', 'label': 'Plantar pits'}
HP:0010614	{'id': 'HP:0010614', 'label': 'Fibroma'}
HP:0010615	{'id': 'HP:0010615', 'label': 'Angiofibromas'}
HP:0010616	{'id': 'HP:0010616', 'label': 'Lung fibroma'}
HP:0010617	{'id': 'HP:0010617', 'label': 'Cardiac fibroma'}
HP:0010618	{'id': 'HP:0010618', 'label': 'Ovarian fibroma'}
HP:0010619	{'id': 'HP:0010619', 'label': 'Fibroadenoma of the breast'}
HP:0030426	{'id': 'HP:0030426', 'label': 'Ossifying fibroma'}
HP:0100804	{'id': 'HP:0100804', 'label': 'Ungual fibroma'}
HP:0010620	{'id': 'HP:0010620', 'label': 'Malar prominence'}
HP:0010622	{'id': 'HP:0010622', 'label': 'Neoplasm of the skeletal system'}
HP:0010762	{'id': 'HP:0010762', 'label': 'Chordoma'}
HP:0011846	{'id': 'HP:0011846', 'label': 'Osteoblastoma'}
HP:0011847	{'id': 'HP:0011847', 'label': 'Giant cell tumor of bone'}
HP:0030038	{'id': 'HP:0030038', 'label': 'Enchondroma'}
HP:0030431	{'id': 'HP:0030431', 'label': 'Osteochondroma'}
HP:0030432	{'id': 'HP:0030432', 'label': 'Chondroblastoma'}
HP:0100246	{'id': 'HP:0100246', 'label': 'Osteoma'}
HP:0100777	{'id': 'HP:0100777', 'label': 'Exostoses'}
HP:0010625	{'id': 'HP:0010625', 'label': 'Anterior pituitary dysgenesis'}
HP:0010626	{'id': 'HP:0010626', 'label': 'Anterior pituitary agenesis'}
HP:0010627	{'id': 'HP:0010627', 'label': 'Anterior pituitary hypoplasia'}
HP:0012799	{'id': 'HP:0012799', 'label': 'Unilateral facial palsy'}
HP:0430025	{'id': 'HP:0430025', 'label': 'Bilateral facial palsy'}
HP:0041194	{'id': 'HP:0041194', 'label': 'Fractured epiphysis of second metatarsal bone'}
HP:0041195	{'id': 'HP:0041195', 'label': 'Fractured epiphysis of third metatarsal bone'}
HP:0010638	{'id': 'HP:0010638', 'label': 'Elevated alkaline phosphatase of hepatic origin'}
HP:0010639	{'id': 'HP:0010639', 'label': 'Elevated alkaline phosphatase of bone origin'}
HP:0010641	{'id': 'HP:0010641', 'label': 'Abnormality of the midnasal cavity'}
HP:0010644	{'id': 'HP:0010644', 'label': 'Midnasal stenosis'}
HP:0010643	{'id': 'HP:0010643', 'label': 'Midnasal atresia'}
HP:0100378	{'id': 'HP:0100378', 'label': 'Absent distal phalanx of the 3rd toe'}
HP:0100379	{'id': 'HP:0100379', 'label': 'Aplasia of the distal phalanx of the 4th toe'}
HP:0100380	{'id': 'HP:0100380', 'label': 'Aplasia of the distal phalanx of the 5th toe'}
HP:0010647	{'id': 'HP:0010647', 'label': 'Abnormal elasticity of skin'}
HP:0100679	{'id': 'HP:0100679', 'label': 'Lack of skin elasticity'}
HP:0010648	{'id': 'HP:0010648', 'label': 'Dermal translucency'}
HP:0010652	{'id': 'HP:0010652', 'label': 'Abnormal dura mater morphology'}
HP:0032070	{'id': 'HP:0032070', 'label': 'Leptomeningeal enhancement'}
HP:0032934	{'id': 'HP:0032934', 'label': 'Spontaneous cerebrospinal fluid leak'}
HP:0100700	{'id': 'HP:0100700', 'label': 'Abnormal arachnoid mater morphology'}
HP:0100701	{'id': 'HP:0100701', 'label': 'Abnormal pia mater'}
HP:0010653	{'id': 'HP:0010653', 'label': 'Abnormality of the falx cerebri'}
HP:0010654	{'id': 'HP:0010654', 'label': 'Aplasia of the falx cerebri'}
HP:0010661	{'id': 'HP:0010661', 'label': 'Absence of the third cerebral ventricle'}
HP:0010662	{'id': 'HP:0010662', 'label': 'Abnormality of the diencephalon'}
HP:0010663	{'id': 'HP:0010663', 'label': 'Abnormality of thalamus morphology'}
HP:0012286	{'id': 'HP:0012286', 'label': 'Abnormal hypothalamus morphology'}
HP:0010664	{'id': 'HP:0010664', 'label': 'Fusion of the left and right thalami'}
HP:0012693	{'id': 'HP:0012693', 'label': 'Abnormal thalamic size'}
HP:0012696	{'id': 'HP:0012696', 'label': 'Abnormal thalamic MRI signal intensity'}
HP:0025040	{'id': 'HP:0025040', 'label': 'Thalamic edema'}
HP:0025041	{'id': 'HP:0025041', 'label': 'Thalamic calcification'}
HP:0025064	{'id': 'HP:0025064', 'label': 'Thalamic hemorrhage'}
HP:0025099	{'id': 'HP:0025099', 'label': 'Dysgenesis of the thalamus'}
HP:0031254	{'id': 'HP:0031254', 'label': 'Thalamic arteriovenous malformation'}
HP:0010668	{'id': 'HP:0010668', 'label': 'Abnormality of the zygomatic bone'}
HP:0012370	{'id': 'HP:0012370', 'label': 'Prominence of the zygomatic bone'}
HP:0100595	{'id': 'HP:0100595', 'label': 'Camptocormia'}
HP:0100795	{'id': 'HP:0100795', 'label': 'Abnormally straight spine'}
HP:0010680	{'id': 'HP:0010680', 'label': 'Elevated alkaline phosphatase of renal origin'}
HP:0010698	{'id': 'HP:0010698', 'label': 'Nuclear pulverulent cataract'}
HP:0010695	{'id': 'HP:0010695', 'label': 'Sutural cataract'}
HP:0010699	{'id': 'HP:0010699', 'label': 'Triangular nuclear cataract'}
HP:0010702	{'id': 'HP:0010702', 'label': 'Increased circulating antibody level'}
HP:0032336	{'id': 'HP:0032336', 'label': 'Increased circulating specific IgE antibody'}
HP:0410240	{'id': 'HP:0410240', 'label': 'Abnormal circulating IgA level'}
HP:0410241	{'id': 'HP:0410241', 'label': 'Abnormal circulating IgE level'}
HP:0410242	{'id': 'HP:0410242', 'label': 'Abnormal circulating IgG level'}
HP:0410243	{'id': 'HP:0410243', 'label': 'Abnormal circulating IgM level'}
HP:0410244	{'id': 'HP:0410244', 'label': 'Abnormal circulating IgD level'}
HP:0031047	{'id': 'HP:0031047', 'label': 'Paraproteinemia'}
HP:0410246	{'id': 'HP:0410246', 'label': 'Increased circulating IgD level'}
HP:0410367	{'id': 'HP:0410367', 'label': 'Increased hepatitis A virus antibody level'}
HP:0410369	{'id': 'HP:0410369', 'label': 'Increased hepatitis B virus antibody level'}
HP:0410371	{'id': 'HP:0410371', 'label': 'Increased hepatitis C virus antibody level'}
